5.000000000000000104e-03 7.918385762999999861e+04 0.000000000000000000e+00
1.499999999999999944e-02 8.202056263000000035e+04 0.000000000000000000e+00
2.500000000000000139e-02 6.314367545000000246e+04 0.000000000000000000e+00
3.500000000000000333e-02 4.815582091000000219e+04 0.000000000000000000e+00
4.499999999999999833e-02 3.942543510000000242e+04 0.000000000000000000e+00
5.500000000000000028e-02 3.424571310999999696e+04 0.000000000000000000e+00
6.500000000000000222e-02 2.913554285000000164e+04 0.000000000000000000e+00
7.499999999999999722e-02 2.509554686999999831e+04 0.000000000000000000e+00
8.500000000000000611e-02 2.262628069999999934e+04 0.000000000000000000e+00
9.500000000000000111e-02 1.804777420999999958e+04 0.000000000000000000e+00
1.049999999999999961e-01 1.548979549000000043e+04 0.000000000000000000e+00
1.150000000000000050e-01 1.394998979999999938e+04 0.000000000000000000e+00
1.250000000000000000e-01 1.285939832999999999e+04 0.000000000000000000e+00
1.350000000000000089e-01 1.161982364000000052e+04 0.000000000000000000e+00
1.449999999999999900e-01 1.040660967999999957e+04 0.000000000000000000e+00
1.549999999999999989e-01 9.299646839000000909e+03 0.000000000000000000e+00
1.650000000000000078e-01 8.418257659999999305e+03 0.000000000000000000e+00
1.749999999999999889e-01 7.674862323999999717e+03 0.000000000000000000e+00
1.849999999999999978e-01 7.244162803999999596e+03 0.000000000000000000e+00
1.950000000000000067e-01 6.752276109999999790e+03 0.000000000000000000e+00
2.049999999999999878e-01 6.232178621000000021e+03 0.000000000000000000e+00
2.149999999999999967e-01 5.712294267000000218e+03 0.000000000000000000e+00
2.250000000000000056e-01 5.297489147000000230e+03 0.000000000000000000e+00
2.349999999999999867e-01 4.974621011999999610e+03 0.000000000000000000e+00
2.449999999999999956e-01 4.724836384999999609e+03 0.000000000000000000e+00
2.550000000000000044e-01 4.397342160000000149e+03 0.000000000000000000e+00
2.650000000000000133e-01 4.065244670999999926e+03 0.000000000000000000e+00
2.750000000000000222e-01 3.799135137000000213e+03 0.000000000000000000e+00
2.849999999999999756e-01 3.597829712000000200e+03 0.000000000000000000e+00
2.949999999999999845e-01 3.505852679000000080e+03 0.000000000000000000e+00
3.049999999999999933e-01 3.203140768000000207e+03 0.000000000000000000e+00
3.150000000000000022e-01 2.986218813999999838e+03 0.000000000000000000e+00
3.250000000000000111e-01 2.853963083000000097e+03 0.000000000000000000e+00
3.350000000000000200e-01 2.718871489000000111e+03 0.000000000000000000e+00
3.449999999999999734e-01 2.579783472999999958e+03 0.000000000000000000e+00
3.549999999999999822e-01 2.480441006000000016e+03 0.000000000000000000e+00
3.649999999999999911e-01 2.321636450999999852e+03 0.000000000000000000e+00
3.750000000000000000e-01 2.223940990999999940e+03 0.000000000000000000e+00
3.850000000000000089e-01 2.055092340000000149e+03 0.000000000000000000e+00
3.950000000000000178e-01 2.024276626999999962e+03 0.000000000000000000e+00
4.050000000000000266e-01 1.933171438999999964e+03 0.000000000000000000e+00
4.149999999999999800e-01 1.797741168000000016e+03 0.000000000000000000e+00
4.249999999999999889e-01 1.734136567999999897e+03 0.000000000000000000e+00
4.349999999999999978e-01 1.663742220000000088e+03 0.000000000000000000e+00
4.450000000000000067e-01 1.644360190000000102e+03 0.000000000000000000e+00
4.550000000000000155e-01 1.553839609000000110e+03 0.000000000000000000e+00
4.650000000000000244e-01 1.476278548000000001e+03 0.000000000000000000e+00
4.749999999999999778e-01 1.429351188999999977e+03 0.000000000000000000e+00
4.849999999999999867e-01 1.396059614000000010e+03 0.000000000000000000e+00
4.949999999999999956e-01 1.297018205000000080e+03 0.000000000000000000e+00
5.050000000000000044e-01 1.243301482000000078e+03 0.000000000000000000e+00
5.150000000000000133e-01 1.177590394000000060e+03 0.000000000000000000e+00
5.250000000000000222e-01 1.176295296999999891e+03 0.000000000000000000e+00
5.350000000000000311e-01 1.112619108000000097e+03 0.000000000000000000e+00
5.450000000000000400e-01 1.068833288000000039e+03 0.000000000000000000e+00
5.550000000000000488e-01 1.030219192000000021e+03 0.000000000000000000e+00
5.649999999999999467e-01 9.661369952000000012e+02 0.000000000000000000e+00
5.749999999999999556e-01 9.272864931999999953e+02 0.000000000000000000e+00
5.849999999999999645e-01 9.332123278999999911e+02 0.000000000000000000e+00
5.949999999999999734e-01 8.862011380999999801e+02 0.000000000000000000e+00
6.049999999999999822e-01 8.674179471999999578e+02 0.000000000000000000e+00
6.149999999999999911e-01 8.512443657999999687e+02 0.000000000000000000e+00
6.250000000000000000e-01 8.060371492000000444e+02 0.000000000000000000e+00
6.350000000000000089e-01 7.715666923999999653e+02 0.000000000000000000e+00
6.450000000000000178e-01 7.325810823000000482e+02 0.000000000000000000e+00
6.550000000000000266e-01 7.112425167999999758e+02 0.000000000000000000e+00
6.650000000000000355e-01 7.005429190999999491e+02 0.000000000000000000e+00
6.750000000000000444e-01 6.733104303000000073e+02 0.000000000000000000e+00
6.850000000000000533e-01 6.597118775999999798e+02 0.000000000000000000e+00
6.949999999999999512e-01 6.378072601999999733e+02 0.000000000000000000e+00
7.049999999999999600e-01 6.101927371000000448e+02 0.000000000000000000e+00
7.149999999999999689e-01 6.122664386000000150e+02 0.000000000000000000e+00
7.249999999999999778e-01 5.836070320000000038e+02 0.000000000000000000e+00
7.349999999999999867e-01 5.509927434999999605e+02 0.000000000000000000e+00
7.449999999999999956e-01 5.461554558999999927e+02 0.000000000000000000e+00
5.000000000000000104e-03 -1.778012545999999929e+04 0.000000000000000000e+00
1.499999999999999944e-02 3.827852674999999726e+04 0.000000000000000000e+00
2.500000000000000139e-02 9.728005882999999812e+03 0.000000000000000000e+00
3.500000000000000333e-02 1.274999474999999984e+04 0.000000000000000000e+00
4.499999999999999833e-02 1.685451679000000149e+04 0.000000000000000000e+00
5.500000000000000028e-02 1.315124591999999939e+04 0.000000000000000000e+00
6.500000000000000222e-02 1.027011900000000060e+04 0.000000000000000000e+00
7.499999999999999722e-02 9.739978428000000349e+03 0.000000000000000000e+00
8.500000000000000611e-02 9.874144888999999239e+03 0.000000000000000000e+00
9.500000000000000111e-02 6.583408639000000221e+03 0.000000000000000000e+00
1.049999999999999961e-01 4.696132722999999714e+03 0.000000000000000000e+00
1.150000000000000050e-01 4.284112143999999716e+03 0.000000000000000000e+00
1.250000000000000000e-01 3.756638617999999951e+03 0.000000000000000000e+00
1.350000000000000089e-01 3.672569641999999931e+03 0.000000000000000000e+00
1.449999999999999900e-01 2.745347084999999879e+03 0.000000000000000000e+00
1.549999999999999989e-01 2.641960994999999912e+03 0.000000000000000000e+00
1.650000000000000078e-01 2.326957498000000214e+03 0.000000000000000000e+00
1.749999999999999889e-01 1.685238270999999941e+03 0.000000000000000000e+00
1.849999999999999978e-01 1.284519328000000087e+03 0.000000000000000000e+00
1.950000000000000067e-01 1.257562365000000000e+03 0.000000000000000000e+00
2.049999999999999878e-01 1.327296092000000044e+03 0.000000000000000000e+00
2.149999999999999967e-01 8.836639633999999432e+02 0.000000000000000000e+00
2.250000000000000056e-01 1.127463815999999952e+03 0.000000000000000000e+00
2.349999999999999867e-01 8.175394334999999728e+02 0.000000000000000000e+00
2.449999999999999956e-01 5.628083067999999685e+02 0.000000000000000000e+00
2.550000000000000044e-01 4.735915684999999939e+02 0.000000000000000000e+00
2.650000000000000133e-01 1.575495123000000035e+02 0.000000000000000000e+00
