# s [Mpc/h], q0, q2, q4
1.000000e-02 1.000000e+00 0.000000e+00 4.175929e-19
1.006772e-02 1.000000e+00 2.571444e-09 4.290201e-19
1.013590e-02 1.000000e+00 5.160301e-09 4.407601e-19
1.020454e-02 1.000000e+00 7.766691e-09 4.528213e-19
1.027364e-02 1.000000e+00 1.039073e-08 4.652125e-19
1.034322e-02 1.000000e+00 1.303254e-08 4.779428e-19
1.041326e-02 1.000000e+00 1.569224e-08 4.910215e-19
1.048378e-02 1.000000e+00 1.836995e-08 5.044581e-19
1.055477e-02 1.000000e+00 2.106580e-08 5.182623e-19
1.062625e-02 1.000000e+00 2.377990e-08 5.324444e-19
1.069821e-02 1.000000e+00 2.651238e-08 5.470145e-19
1.077066e-02 1.000000e+00 2.926336e-08 5.619833e-19
1.084360e-02 1.000000e+00 3.203298e-08 5.773617e-19
1.091703e-02 1.000000e+00 3.482135e-08 5.931609e-19
1.099096e-02 1.000000e+00 3.762860e-08 6.093925e-19
1.106539e-02 1.000000e+00 4.045486e-08 6.260683e-19
1.114033e-02 1.000000e+00 4.330027e-08 6.432004e-19
1.121577e-02 1.000000e+00 4.616494e-08 6.608013e-19
1.129172e-02 1.000000e+00 4.904901e-08 6.788838e-19
1.136819e-02 1.000000e+00 5.195261e-08 6.974612e-19
1.144517e-02 1.000000e+00 5.487588e-08 7.165469e-19
1.152268e-02 1.000000e+00 5.781894e-08 7.361549e-19
1.160071e-02 1.000000e+00 6.078193e-08 7.562995e-19
1.167927e-02 1.000000e+00 6.376499e-08 7.769953e-19
1.175836e-02 1.000000e+00 6.676825e-08 7.982575e-19
1.183799e-02 1.000000e+00 6.979185e-08 8.201015e-19
1.191816e-02 1.000000e+00 7.283592e-08 8.425432e-19
1.199887e-02 1.000000e+00 7.590061e-08 8.655991e-19
1.208012e-02 1.000000e+00 7.898605e-08 8.892858e-19
1.216193e-02 1.000000e+00 8.209238e-08 9.136208e-19
1.224429e-02 1.000000e+00 8.521975e-08 9.386217e-19
1.232721e-02 1.000000e+00 8.836830e-08 9.643067e-19
1.241069e-02 1.000000e+00 9.153818e-08 9.906946e-19
1.249473e-02 1.000000e+00 9.472951e-08 1.017805e-18
1.257935e-02 1.000000e+00 9.794246e-08 1.045656e-18
1.266453e-02 1.000000e+00 1.011772e-07 1.074270e-18
1.275030e-02 1.000000e+00 1.044338e-07 1.103667e-18
1.283664e-02 1.000000e+00 1.077125e-07 1.133869e-18
1.292357e-02 1.000000e+00 1.110133e-07 1.164897e-18
1.301109e-02 1.000000e+00 1.143365e-07 1.196774e-18
1.309920e-02 1.000000e+00 1.176823e-07 1.229523e-18
1.318791e-02 1.000000e+00 1.210507e-07 1.263169e-18
1.327721e-02 1.000000e+00 1.244419e-07 1.297735e-18
1.336713e-02 1.000000e+00 1.278560e-07 1.333247e-18
1.345765e-02 1.000000e+00 1.312933e-07 1.369731e-18
1.354878e-02 1.000000e+00 1.347539e-07 1.407213e-18
1.364054e-02 1.000000e+00 1.382379e-07 1.445721e-18
1.373291e-02 1.000000e+00 1.417454e-07 1.485283e-18
1.382591e-02 1.000000e+00 1.452768e-07 1.525927e-18
1.391954e-02 1.000000e+00 1.488320e-07 1.567684e-18
1.401380e-02 1.000000e+00 1.524114e-07 1.610583e-18
1.410870e-02 1.000000e+00 1.560149e-07 1.654656e-18
1.420425e-02 1.000000e+00 1.596429e-07 1.699935e-18
1.430044e-02 1.000000e+00 1.632954e-07 1.746453e-18
1.439728e-02 1.000000e+00 1.669727e-07 1.794245e-18
1.449478e-02 1.000000e+00 1.706749e-07 1.843344e-18
1.459293e-02 1.000000e+00 1.744022e-07 1.893786e-18
1.469176e-02 1.000000e+00 1.781546e-07 1.945609e-18
1.479125e-02 1.000000e+00 1.819326e-07 1.998851e-18
1.489142e-02 1.000000e+00 1.857360e-07 2.053549e-18
1.499226e-02 1.000000e+00 1.895653e-07 2.109743e-18
1.509379e-02 1.000000e+00 1.934205e-07 2.167476e-18
1.519600e-02 1.000000e+00 1.973017e-07 2.226789e-18
1.529891e-02 1.000000e+00 2.012093e-07 2.287724e-18
1.540251e-02 1.000000e+00 2.051433e-07 2.350327e-18
1.550682e-02 1.000000e+00 2.091040e-07 2.414644e-18
1.561183e-02 1.000000e+00 2.130915e-07 2.480720e-18
1.571755e-02 1.000000e+00 2.171060e-07 2.548604e-18
1.582399e-02 1.000000e+00 2.211477e-07 2.618346e-18
1.593115e-02 1.000000e+00 2.252167e-07 2.689997e-18
1.603904e-02 1.000000e+00 2.293133e-07 2.763608e-18
1.614765e-02 1.000000e+00 2.334377e-07 2.839234e-18
1.625701e-02 1.000000e+00 2.375900e-07 2.916929e-18
1.636710e-02 1.000000e+00 2.417704e-07 2.996751e-18
1.647793e-02 1.000000e+00 2.459791e-07 3.078756e-18
1.658952e-02 1.000000e+00 2.502163e-07 3.163006e-18
1.670187e-02 1.000000e+00 2.544822e-07 3.249561e-18
1.681497e-02 1.000000e+00 2.587770e-07 3.338485e-18
1.692884e-02 1.000000e+00 2.631008e-07 3.429843e-18
1.704348e-02 1.000000e+00 2.674540e-07 3.523700e-18
1.715890e-02 1.000000e+00 2.718366e-07 3.620126e-18
1.727510e-02 1.000000e+00 2.762489e-07 3.719190e-18
