# Fiducial parameters, omega_b = 0.022377, omega_cdm = 0.12268, H0 = 67.5, ln10^{10}A_s = 3.0447, n_s = 0.9659, tau_reio = 0.065, f_dcdm = 0.0336, Log10_Gamma_dcdm = 4.237, sigma_NL = 7, beta_0^Euclid = 1, beta_1^Euclid = 1, z_reio = 1, Omega_Lambda = 1, Omega_m = 1, YHe = 1, 100*theta_s = 0, A_s = 0, sigma8 = 0, rs_rec = 0
30473.57 30473.57
29050.943 29050.943
27714.716 27714.716
26459.185 26459.185
25278.961 25278.961
24168.975 24168.975
23124.471 23124.471
22141.004 22141.004
21214.426 21214.426
20340.876 20340.876
19516.763 19516.763
18738.749 18738.749
18003.741 18003.741
17308.867 17308.867
16651.464 16651.464
16029.066 16029.066
15439.387 15439.387
14880.307 14880.307
14349.864 14349.864
13846.235 13846.235
13367.732 13367.732
12912.79 12912.79
12479.954 12479.954
12067.874 12067.874
11675.297 11675.297
11301.057 11301.057
10944.069 10944.069
29190.256 29190.256
27827.589 27827.589
26547.678 26547.678
25345.059 25345.059
24214.572 24214.572
23151.36 23151.36
22150.869 22150.869
21208.841 21208.841
20321.305 20321.305
19484.56 19484.56
18695.167 18695.167
17949.93 17949.93
17245.886 17245.886
16580.284 16580.284
15950.574 15950.574
15354.393 15354.393
14789.553 14789.553
14254.022 14254.022
13745.919 13745.919
13263.502 13263.502
12805.153 12805.153
12369.37 12369.37
11954.762 11954.762
11560.037 11560.037
11183.992 11183.992
10825.511 10825.511
10483.556 10483.556
27848.081 27848.081
26548.115 26548.115
25327.095 25327.095
24179.809 24179.809
23101.334 23101.334
22087.036 22087.036
21132.573 21132.573
20233.881 20233.881
19387.173 19387.173
18588.918 18588.918
17835.835 17835.835
17124.878 17124.878
16453.216 16453.216
15818.227 15818.227
15217.479 15217.479
14648.717 14648.717
14109.852 14109.852
13598.949 13598.949
13114.213 13114.213
12653.979 12653.979
12216.706 12216.706
11800.962 11800.962
11405.419 11405.419
11028.842 11028.842
10670.087 10670.087
10328.089 10328.089
10001.856 10001.856
26476.48 26476.48
25240.583 25240.583
24079.738 24079.738
22988.992 22988.992
21963.664 21963.664
20999.349 20999.349
20091.919 20091.919
19237.51 19237.51
18432.522 18432.522
17673.598 17673.598
16957.621 16957.621
16281.691 16281.691
15643.12 15643.12
15039.415 15039.415
14468.262 14468.262
13927.519 13927.519
13415.2 13415.2
12929.464 12929.464
12468.605 12468.605
12031.042 12031.042
11615.307 11615.307
11220.04 11220.04
10843.979 10843.979
10485.95 10485.95
10144.864 10144.864
9819.7092 9819.7092
9509.5432 9509.5432
25106.829 25106.829
23934.904 23934.904
22834.144 22834.144
21799.852 21799.852
20827.591 20827.591
19913.184 19913.184
19052.716 19052.716
18242.525 18242.525
17479.195 17479.195
16759.545 16759.545
16080.617 16080.617
15439.664 15439.664
14834.136 14834.136
14261.668 14261.668
13720.068 13720.068
13207.303 13207.303
12721.491 12721.491
12260.886 12260.886
11823.871 11823.871
11408.945 11408.945
11014.718 11014.718
10639.9 10639.9
10283.293 10283.293
9943.7849 9943.7849
9620.3434 9620.3434
9312.0081 9312.0081
9017.8861 9017.8861
23771.337 23771.337
22661.783 22661.783
21619.606 21619.606
20640.357 20640.357
19719.837 19719.837
18854.09 18854.09
18039.41 18039.41
17272.331 17272.331
16549.618 16549.618
15868.26 15868.26
15225.457 15225.457
14618.607 14618.607
14045.296 14045.296
13503.286 13503.286
12990.5 12990.5
12505.016 12505.016
12045.049 12045.049
11608.948 11608.948
11195.181 11195.181
10802.328 10802.328
10429.073 10429.073
10074.193 10074.193
9736.5551 9736.5551
9415.1066 9415.1066
9108.8694 9108.8694
8816.9347 8816.9347
8538.4568 8538.4568
22500.114 22500.114
21449.928 21449.928
20463.51 20463.51
19536.654 19536.654
18665.381 18665.381
17845.951 17845.951
17074.854 17074.854
16348.81 16348.81
15664.758 15664.758
15019.848 15019.848
14411.43 14411.43
13837.04 13837.04
13294.395 13294.395
12781.376 12781.376
12296.018 12296.018
11836.5 11836.5
11401.135 11401.135
10988.358 10988.358
10596.72 10596.72
10224.878 10224.878
9871.584 9871.584
9535.683 9535.683
9216.1015 9216.1015
8911.8433 8911.8433
8621.9827 8621.9827
8345.6592 8345.6592
8082.0729 8082.0729
21319.089 21319.089
20324.055 20324.055
19389.439 19389.439
18511.255 18511.255
17685.735 17685.735
16909.334 16909.334
16178.726 16178.726
15490.805 15490.805
14842.671 14842.671
14231.621 14231.621
13655.147 13655.147
13110.914 13110.914
12596.759 12596.759
12110.673 12110.673
11650.796 11650.796
11215.401 11215.401
10802.891 10802.891
10411.783 10411.783
10040.704 10040.704
9688.3813 9688.3813
9353.6329 9353.6329
9035.3639 9035.3639
8732.5576 8732.5576
8444.2699 8444.2699
8169.6237 8169.6237
7907.804 7907.804
7658.0526 7658.0526
20246.928 20246.928
19301.96 19301.96
18414.37 18414.37
17580.371 17580.371
16796.385 16796.385
16059.045 16059.045
15365.194 15365.194
14711.882 14711.882
14096.353 14096.353
13516.043 13516.043
12968.567 12968.567
12451.711 12451.711
11963.419 11963.419
11501.784 11501.784
11065.038 11065.038
10651.543 10651.543
10259.781 10259.781
9888.3448 9888.3448
9535.9296 9535.9296
9201.3263 9201.3263
8883.4137 8883.4137
8581.1513 8581.1513
8293.5736 8293.5736
8019.7841 8019.7841
7758.95 7758.95
7510.2971 7510.2971
7273.1053 7273.1053
19292.739 19292.739
18392.329 18392.329
17546.589 17546.589
16751.912 16751.912
16004.889 16004.889
15302.312 15302.312
14641.173 14641.173
14018.66 14018.66
13432.149 13432.149
12879.196 12879.196
12357.529 12357.529
11865.037 11865.037
11399.762 11399.762
10959.887 10959.887
10543.727 10543.727
10149.722 10149.722
9776.4255 9776.4255
9422.4958 9422.4958
9086.6904 9086.6904
8767.8573 8767.8573
8464.9277 8464.9277
8176.9106 8176.9106
7902.8859 7902.8859
7641.9993 7641.9993
7393.4574 7393.4574
7156.5223 7156.5223
6930.5082 6930.5082
18453.182 18453.182
17591.975 17591.975
16783.058 16783.058
16022.979 16022.979
15308.479 15308.479
14636.488 14636.488
14004.131 14004.131
13408.717 13408.717
